epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,766.755,1.34678,1.0714,1.31902,0.07409,0.03226,0.03167,0.01697,2.5244,5.96991,2.05893,0.000715761,0.000715761,0.000715761
38,785.253,1.17983,1.10657,1.22316,0.0892,0.10215,0.08919,0.04411,2.66903,5.78472,2.23394,0.000701588,0.000701588,0.000701588
39,803.505,1.17512,1.13541,1.25765,0.53368,0.04839,0.06453,0.03467,2.53957,5.26198,2.16289,0.000687222,0.000687222,0.000687222
40,822.415,1.20634,1.20285,1.28257,0.05829,0.03226,0.01442,0.00788,2.58753,5.61148,2.12196,0.000672675,0.000672675,0.000672675
41,841.356,1.31163,1.30009,1.25889,0.22825,0.03763,0.03335,0.01179,2.39177,5.59514,2.00139,0.000657963,0.000657963,0.000657963
42,860.207,1.16445,1.00106,1.22657,0.2603,0.02688,0.03165,0.01814,2.81523,5.69625,2.42078,0.000643101,0.000643101,0.000643101
43,879.271,1.09758,0.97777,1.1365,0.19192,0.10215,0.1435,0.06178,2.99797,5.72165,2.25954,0.000628101,0.000628101,0.000628101
44,899.455,1.14116,0.9683,1.18873,0.15238,0.08602,0.10529,0.06023,2.45862,5.8945,1.94352,0.000612981,0.000612981,0.000612981
45,919.022,1.04489,0.84098,1.08703,0.20213,0.10215,0.12348,0.06247,2.53795,6.23383,1.90233,0.000597754,0.000597754,0.000597754
46,937.91,1.04583,0.81038,1.16104,0.07018,0.06452,0.05131,0.02289,2.75208,6.31953,2.22487,0.000582435,0.000582435,0.000582435
47,956.739,1.12912,0.89293,1.18017,0.23854,0.04839,0.05956,0.02975,2.61532,5.81791,2.06199,0.00056704,0.00056704,0.00056704
48,975.202,1.0037,0.76866,1.10027,0.26667,0.04301,0.15327,0.09239,2.59229,6.36237,2.16985,0.000551584,0.000551584,0.000551584
49,994.539,1.10319,0.83197,1.08245,0.12281,0.03763,0.07941,0.03944,2.87125,6.2568,2.25604,0.000536081,0.000536081,0.000536081
50,1013.01,0.97002,0.8607,1.07135,0.09848,0.06989,0.07826,0.03886,2.81678,5.99679,2.26492,0.000520548,0.000520548,0.000520548
51,1032.06,0.93893,0.78513,1.03961,0.12727,0.03763,0.08242,0.04641,2.85846,6.31446,2.11756,0.000505,0.000505,0.000505
52,1051.86,1.01514,0.86196,1.04592,0.10084,0.12903,0.07404,0.03447,2.81958,5.7604,2.21687,0.000489452,0.000489452,0.000489452
53,1070.46,0.9438,0.74482,1.08856,0.07027,0.06989,0.05743,0.02501,2.88424,5.90571,2.46275,0.000473919,0.000473919,0.000473919
54,1088.92,0.94647,0.82345,1.05594,0.12329,0.04839,0.07871,0.04302,2.81224,6.34969,2.45355,0.000458416,0.000458416,0.000458416
55,1107.1,0.94069,0.71792,1.07899,0.29091,0.08602,0.18626,0.08475,2.92757,5.8604,2.44761,0.00044296,0.00044296,0.00044296
56,1125.98,0.90708,0.71901,1.03721,0.26316,0.10753,0.17122,0.08362,2.67101,6.26514,2.22977,0.000427565,0.000427565,0.000427565
57,1144.58,0.91309,0.73322,1.05831,0.16216,0.09677,0.1049,0.05728,2.57257,6.09134,2.22785,0.000412246,0.000412246,0.000412246
58,1163.02,1.02979,0.85821,1.10508,0.17778,0.04301,0.10956,0.06455,2.59493,6.41173,2.27735,0.000397019,0.000397019,0.000397019
59,1182.2,0.93084,0.77461,1.05971,0.42016,0.04301,0.07794,0.03595,2.60268,6.57218,2.32189,0.000381899,0.000381899,0.000381899
60,1202.25,0.83907,0.6068,0.9787,0.09028,0.06989,0.08465,0.04499,2.67821,6.51503,2.29271,0.000366899,0.000366899,0.000366899
61,1221.14,0.96669,0.70997,1.05506,0.16364,0.04839,0.11399,0.07108,2.92668,6.51579,2.578,0.000352037,0.000352037,0.000352037
62,1240.08,0.83742,0.69176,0.93072,0.18919,0.07527,0.12868,0.07199,2.75978,6.29439,2.42867,0.000337325,0.000337325,0.000337325
63,1258.83,0.94287,0.68837,1.06046,0.16084,0.12366,0.13184,0.07406,2.5469,5.56589,2.31738,0.000322778,0.000322778,0.000322778
64,1276.9,0.85408,0.65984,1.01319,0.30952,0.06989,0.19534,0.0955,2.59245,6.38143,2.33803,0.000308412,0.000308412,0.000308412
65,1296.07,0.80081,0.58756,0.97099,0.14286,0.0914,0.11814,0.06059,2.56688,6.23776,2.41746,0.000294239,0.000294239,0.000294239
66,1314.08,0.84063,0.62533,1.03502,0.57254,0.02162,0.04026,0.02387,2.58314,6.48765,2.4503,0.000280275,0.000280275,0.000280275
67,1332.99,0.85635,0.73019,1.04556,0.57545,0.03226,0.06745,0.03903,2.62446,6.17554,2.37703,0.000266532,0.000266532,0.000266532
68,1351.05,0.81269,0.60989,0.99661,0.13571,0.10215,0.12999,0.0697,2.58784,6.09028,2.27922,0.000253024,0.000253024,0.000253024
69,1370.11,0.82914,0.60263,0.98186,0.21333,0.08602,0.15887,0.10249,2.52996,6.04295,2.17592,0.000239766,0.000239766,0.000239766
70,1391.26,0.77628,0.57785,0.9689,0.29545,0.06989,0.18129,0.10719,2.69735,6.24033,2.35145,0.000226769,0.000226769,0.000226769
71,1411.99,0.76927,0.54869,0.95287,0.30952,0.06989,0.18772,0.10541,2.67587,6.24313,2.35919,0.000214046,0.000214046,0.000214046
72,1430.35,0.72886,0.54156,0.92157,0.42308,0.05914,0.24432,0.13758,2.61463,6.1824,2.32192,0.000201611,0.000201611,0.000201611
73,1450.8,0.78155,0.534,0.96919,0.33333,0.06989,0.20108,0.11818,2.67113,6.10926,2.42895,0.000189475,0.000189475,0.000189475
74,1470.08,0.86003,0.70434,0.98991,0.2963,0.08602,0.1915,0.09623,2.67276,5.98669,2.3191,0.000177651,0.000177651,0.000177651
75,1489.88,0.66826,0.4613,0.89085,0.39474,0.08065,0.23576,0.13139,2.67493,6.04897,2.28103,0.000166149,0.000166149,0.000166149
76,1508.99,0.71637,0.51996,0.93814,0.31579,0.06452,0.19221,0.10715,2.72491,5.85445,2.40715,0.000154982,0.000154982,0.000154982
77,1527.1,0.66562,0.47625,0.8803,0.32353,0.05914,0.1938,0.1142,2.81791,5.97142,2.51978,0.000144161,0.000144161,0.000144161
78,1545.95,0.70063,0.48091,0.90081,0.28205,0.05914,0.17328,0.10522,2.87312,6.14488,2.58803,0.000133695,0.000133695,0.000133695
79,1564.56,0.71733,0.51036,0.95497,0.22619,0.10215,0.1594,0.07962,2.79132,5.9714,2.50227,0.000123596,0.000123596,0.000123596
80,1584.41,0.70834,0.50014,0.93525,0.05512,0.07527,0.06588,0.03521,2.75585,6.17026,2.4716,0.000113873,0.000113873,0.000113873
81,1602.86,0.63729,0.51207,0.89007,0.10417,0.08065,0.10018,0.0553,2.69655,6.23392,2.45484,0.000104537,0.000104537,0.000104537
82,1623,0.66523,0.45914,0.90424,0.39024,0.08602,0.23707,0.14151,2.716,6.19809,2.41671,9.55951e-05,9.55951e-05,9.55951e-05
83,1641.89,0.6202,0.44431,0.84858,0.46429,0.06989,0.26704,0.16744,2.65989,6.08804,2.30158,8.70577e-05,8.70577e-05,8.70577e-05
84,1661.7,0.73206,0.48855,0.89741,0.42424,0.07527,0.24924,0.1494,2.62055,6.04788,2.30131,7.89327e-05,7.89327e-05,7.89327e-05
85,1680.01,0.67255,0.55009,0.93676,0.46875,0.08065,0.27353,0.16275,2.59573,5.88529,2.28866,7.12282e-05,7.12282e-05,7.12282e-05
86,1699.52,0.69198,0.53637,0.90264,0.34783,0.08602,0.21807,0.13033,2.53879,5.69207,2.24157,6.39518e-05,6.39518e-05,6.39518e-05
87,1718.99,0.57105,0.40726,0.81874,0.36585,0.08065,0.22306,0.13117,2.54759,5.79371,2.2549,5.71106e-05,5.71106e-05,5.71106e-05
88,1737.17,0.60414,0.44073,0.86542,0.41667,0.08065,0.24619,0.14351,2.57389,5.87539,2.30888,5.07115e-05,5.07115e-05,5.07115e-05
89,1755.55,0.62795,0.46473,0.84651,0.41935,0.06989,0.24379,0.14884,2.58022,5.91864,2.3361,4.47606e-05,4.47606e-05,4.47606e-05
90,1774.86,0.60962,0.49797,0.8555,0.44444,0.06452,0.24961,0.14428,2.63625,5.96653,2.40177,3.9264e-05,3.9264e-05,3.9264e-05
91,1793.14,0.65281,0.44882,0.89717,0.5,0.05914,0.27746,0.16885,2.68769,6.07726,2.43963,3.4227e-05,3.4227e-05,3.4227e-05
92,1820.32,0.55791,0.36757,0.77102,0.47368,0.04839,0.26065,0.15069,2.83055,6.21289,2.6533,2.96546e-05,2.96546e-05,2.96546e-05
93,1838.39,0.57776,0.39491,0.81115,0.40909,0.04839,0.2297,0.1246,2.84592,6.18924,2.67636,2.55513e-05,2.55513e-05,2.55513e-05
94,1856.12,0.55836,0.39944,0.81978,0.36,0.04839,0.20551,0.11221,2.83511,6.15768,2.66616,2.19212e-05,2.19212e-05,2.19212e-05
95,1873.93,0.56788,0.4011,0.84621,0.29412,0.05376,0.1765,0.09727,2.78844,6.09724,2.6369,1.87678e-05,1.87678e-05,1.87678e-05
96,1891.8,0.56797,0.40531,0.82103,0.18868,0.05376,0.12726,0.06712,2.76348,6.06252,2.62475,1.60943e-05,1.60943e-05,1.60943e-05
97,1909.22,0.54863,0.40233,0.82607,0.25,0.05376,0.1561,0.08153,2.74874,6.03908,2.59784,1.39032e-05,1.39032e-05,1.39032e-05
98,1927.75,0.53586,0.38576,0.82455,0.16981,0.04839,0.11509,0.06144,2.76416,6.04388,2.62881,1.21968e-05,1.21968e-05,1.21968e-05
99,1944.81,0.55836,0.39273,0.8598,0.17647,0.04839,0.11835,0.06578,2.79593,6.01203,2.60565,1.09768e-05,1.09768e-05,1.09768e-05
100,1962.95,0.56068,0.38796,0.84942,0.16,0.04301,0.10933,0.05526,2.80674,6.05362,2.63111,1.02443e-05,1.02443e-05,1.02443e-05
