epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,547.469,1.15652,1.22316,1.10005,0.13268,0.13793,0.05092,0.02176,1.20158,6.79324,0.95965,0.000855018,0.000855018,0.000855018
27,565.708,1.21917,1.09482,1.13381,0.23349,0.10345,0.11578,0.05188,1.14295,2.16491,1.0892,0.000843851,0.000843851,0.000843851
28,585.084,1.16043,1.04668,1.11886,0.3475,0.17241,0.1581,0.05283,1.19558,2.23414,0.95703,0.000832349,0.000832349,0.000832349
29,603.193,1.12514,0.88293,1.06788,0.22596,0.06897,0.06422,0.04182,1.12855,2.52347,0.98094,0.000820525,0.000820525,0.000820525
30,623.21,1.19779,0.89995,1.12249,0.18645,0.10345,0.09186,0.05049,1.05741,2.14532,0.86295,0.000808389,0.000808389,0.000808389
31,641.361,1.19665,0.90785,1.1306,0.22678,0.06897,0.03267,0.01475,1.17263,2.98281,0.87913,0.000795954,0.000795954,0.000795954
32,660.472,1.1647,1.03395,1.09021,0.40599,0.13793,0.1177,0.07908,1.08616,2.64785,0.94713,0.000783231,0.000783231,0.000783231
33,681.459,1.19274,0.9228,1.12634,0.38741,0.17241,0.17139,0.06778,1.23212,2.05775,1.14556,0.000770234,0.000770234,0.000770234
34,700.635,1.12045,0.89323,1.09801,0.39869,0.03448,0.02801,0.00889,1.115,3.12934,1.00627,0.000756976,0.000756976,0.000756976
35,719.024,1.10821,0.85418,1.10719,0.93889,0.10345,0.14736,0.06309,1.25613,2.1035,1.07751,0.000743468,0.000743468,0.000743468
36,737.262,1.11221,0.93803,1.08214,0.48202,0.17241,0.1756,0.10766,1.04347,2.41705,0.90045,0.000729725,0.000729725,0.000729725
37,755.882,1.11116,0.86746,1.08983,0.05263,0.03448,0.02771,0.0194,1.13529,3.10296,1.13786,0.000715761,0.000715761,0.000715761
38,774.857,1.06441,0.87158,1.06956,0.22145,0.27586,0.10475,0.03973,1.25123,1.8135,0.91142,0.000701588,0.000701588,0.000701588
39,793.851,1.10177,0.80298,1.08005,0.55836,0.13793,0.15173,0.10282,1.24423,1.99152,0.96391,0.000687222,0.000687222,0.000687222
40,812.149,1.08113,0.84906,1.0521,0.22475,0.10345,0.08446,0.04573,1.1488,2.35565,0.98446,0.000672675,0.000672675,0.000672675
41,831.305,1.06484,0.97347,1.02481,0.08649,0.06897,0.03267,0.01347,1.12007,2.5473,1.11494,0.000657963,0.000657963,0.000657963
42,849.522,1.01379,0.73294,1.01799,0.37564,0.17241,0.16719,0.08952,1.23495,2.30091,0.97898,0.000643101,0.000643101,0.000643101
43,868.566,0.98553,0.80063,1.02004,0.28495,0.10345,0.08459,0.0453,1.05258,2.72991,0.89183,0.000628101,0.000628101,0.000628101
44,888.011,1.00565,0.80404,1.02135,0.84744,0.06897,0.08416,0.04482,1.16124,2.62372,0.94062,0.000612981,0.000612981,0.000612981
45,905.968,1.10011,0.77957,1.06565,0.27569,0.24138,0.17897,0.08625,1.07614,2.00254,0.88938,0.000597754,0.000597754,0.000597754
46,924.542,0.97418,0.68106,1.01691,0.01923,0.10345,0.01595,0.00513,1.14856,2.71148,1.04946,0.000582435,0.000582435,0.000582435
47,942.814,1.02979,0.73591,1.0677,0.43159,0.13793,0.11338,0.04726,1.15948,2.49986,0.9116,0.00056704,0.00056704,0.00056704
48,961.472,0.99964,0.76464,1.01788,0.23229,0.06897,0.04164,0.02457,1.19807,2.85278,0.9438,0.000551584,0.000551584,0.000551584
49,979.875,0.98741,0.69395,1.01503,0.08621,0.17241,0.0592,0.03945,1.10727,2.51917,0.94078,0.000536081,0.000536081,0.000536081
50,999.09,0.96263,0.70054,1.00496,0.07806,0.10345,0.03028,0.01903,1.01975,3.38634,0.92324,0.000520548,0.000520548,0.000520548
51,1018.29,0.88039,0.66619,0.953,0.49314,0.24138,0.23211,0.07381,1.17704,2.04191,1.14374,0.000505,0.000505,0.000505
52,1038.94,0.9284,0.65914,0.9649,0.31936,0.2069,0.19878,0.13413,0.89833,2.18858,0.78961,0.000489452,0.000489452,0.000489452
53,1060.94,0.91339,0.62311,0.98355,0.25848,0.13793,0.1845,0.1033,0.99654,2.49398,0.87335,0.000473919,0.000473919,0.000473919
54,1082.97,0.86505,0.58546,0.97375,0.46802,0.10345,0.13139,0.0902,1.10026,2.40937,1.01683,0.000458416,0.000458416,0.000458416
55,1104.08,0.88523,0.58881,0.99316,0.42014,0.06897,0.06576,0.0421,1.10133,2.69849,0.93526,0.00044296,0.00044296,0.00044296
56,1124.84,0.87667,0.56947,0.95767,0.20408,0.10345,0.0951,0.05172,1.17262,2.6873,0.95966,0.000427565,0.000427565,0.000427565
57,1145.53,0.89655,0.53849,0.94877,0.19418,0.10345,0.06732,0.0427,1.07469,2.67129,0.92343,0.000412246,0.000412246,0.000412246
58,1165.2,0.87014,0.54341,0.95215,0.14545,0.27586,0.1597,0.10677,1.00754,2.23478,0.90389,0.000397019,0.000397019,0.000397019
59,1186.73,0.85671,0.56795,0.93212,0.23993,0.06897,0.06104,0.03253,1.09328,2.71123,0.98088,0.000381899,0.000381899,0.000381899
60,1208.65,0.85455,0.56099,0.95556,0.07692,0.17241,0.06618,0.03615,1.05336,2.76102,1.01293,0.000366899,0.000366899,0.000366899
61,1229.58,0.82724,0.54205,0.95771,0.17459,0.10345,0.05421,0.02086,1.03791,2.88924,0.91208,0.000352037,0.000352037,0.000352037
62,1249.43,0.78896,0.52669,0.93579,0.08889,0.13793,0.12224,0.04525,0.99189,2.88629,0.93342,0.000337325,0.000337325,0.000337325
63,1270.36,0.8403,0.57517,0.97476,0.59422,0.06897,0.08301,0.03022,1.04809,2.72571,0.9868,0.000322778,0.000322778,0.000322778
64,1292.86,0.76401,0.52126,0.89774,0.02941,0.03448,0.01918,0.01151,1.06993,2.8489,1.01171,0.000308412,0.000308412,0.000308412
65,1312.85,0.86448,0.61806,0.95218,0.08,0.06897,0.04947,0.0175,1.07627,2.80369,1.01934,0.000294239,0.000294239,0.000294239
66,1337.68,0.80637,0.50989,0.94522,0.1,0.10345,0.06401,0.03462,1.12528,2.72345,1.02847,0.000280275,0.000280275,0.000280275
67,1358.86,0.77891,0.52993,0.90978,0.31058,0.06897,0.05488,0.02075,1.15992,2.90218,0.95323,0.000266532,0.000266532,0.000266532
68,1382.94,0.77066,0.47006,0.90997,0.29556,0.24138,0.21364,0.09893,1.04472,2.3557,0.85629,0.000253024,0.000253024,0.000253024
69,1405.55,0.75947,0.47809,0.92328,0.2976,0.17241,0.16021,0.0858,0.98718,1.95398,0.86855,0.000239766,0.000239766,0.000239766
70,1429.17,0.74119,0.47921,0.93035,0.09091,0.13793,0.07878,0.04084,1.07516,2.42674,0.9857,0.000226769,0.000226769,0.000226769
71,1450.97,0.75934,0.47019,0.8972,0.43464,0.10345,0.14209,0.0479,1.1019,2.24876,1.05844,0.000214046,0.000214046,0.000214046
72,1474.5,0.75068,0.48461,0.92903,0.07407,0.06897,0.04944,0.02566,1.11035,2.59329,1.09284,0.000201611,0.000201611,0.000201611
73,1497.39,0.75024,0.46796,0.93213,0.33905,0.03448,0.05202,0.03179,1.04437,2.77835,0.97608,0.000189475,0.000189475,0.000189475
74,1523.04,0.72126,0.47347,0.91614,0.07143,0.10345,0.05483,0.0323,1.0893,2.70221,1.03211,0.000177651,0.000177651,0.000177651
75,1544.28,0.71504,0.46864,0.8981,0.13043,0.2069,0.11802,0.05447,1.07195,2.61342,1.05082,0.000166149,0.000166149,0.000166149
76,1565.99,0.72196,0.43902,0.92572,0.48454,0.06897,0.09593,0.02826,1.08102,2.62248,1.11201,0.000154982,0.000154982,0.000154982
77,1586.98,0.70472,0.44322,0.91178,0.13725,0.24138,0.13324,0.04636,1.02275,2.39608,1.03492,0.000144161,0.000144161,0.000144161
78,1607.91,0.6886,0.44505,0.91206,0.14474,0.37931,0.17295,0.07019,0.93216,2.19029,0.86668,0.000133695,0.000133695,0.000133695
79,1629.6,0.68135,0.44502,0.8795,0.22839,0.2069,0.16578,0.07385,0.97443,2.11695,0.89762,0.000123596,0.000123596,0.000123596
80,1650.32,0.69185,0.45474,0.88894,0.14865,0.37931,0.16762,0.06934,0.97097,2.12967,0.9,0.000113873,0.000113873,0.000113873
81,1673.08,0.69244,0.44575,0.90554,0.70629,0.10345,0.18091,0.07815,0.95311,2.29989,0.86051,0.000104537,0.000104537,0.000104537
82,1694.19,0.67167,0.42041,0.89332,0.44515,0.10345,0.16078,0.05857,0.98086,2.43174,0.89164,9.55951e-05,9.55951e-05,9.55951e-05
83,1716.05,0.67813,0.4129,0.88212,0.57025,0.10345,0.15363,0.0747,0.98353,2.28626,0.85475,8.70577e-05,8.70577e-05,8.70577e-05
84,1736.93,0.65469,0.39304,0.87633,0.59428,0.10147,0.14341,0.05417,0.99443,2.27064,0.90385,7.89327e-05,7.89327e-05,7.89327e-05
85,1758.63,0.63879,0.40065,0.87919,0.15695,0.13793,0.11579,0.03998,1.0142,2.45709,0.93533,7.12282e-05,7.12282e-05,7.12282e-05
86,1779.82,0.65383,0.42281,0.87251,0.16584,0.10345,0.11877,0.04278,1.0215,2.45521,0.93718,6.39518e-05,6.39518e-05,6.39518e-05
87,1801.04,0.67451,0.4022,0.8782,0.49498,0.10172,0.1677,0.06408,1.01511,2.44464,0.95321,5.71106e-05,5.71106e-05,5.71106e-05
88,1822.66,0.61501,0.39726,0.86433,0.17802,0.13793,0.14367,0.05185,0.99627,2.57019,0.91101,5.07115e-05,5.07115e-05,5.07115e-05
89,1843.56,0.63341,0.40411,0.87591,0.63881,0.06897,0.12224,0.04401,1.02055,2.79615,0.91891,4.47606e-05,4.47606e-05,4.47606e-05
90,1867.55,0.6126,0.39633,0.8645,0.5518,0.06897,0.10986,0.03668,1.03107,2.86569,0.92295,3.9264e-05,3.9264e-05,3.9264e-05
91,1887.66,0.61085,0.39861,0.88512,0.59189,0.06897,0.10609,0.03848,1.04163,2.84879,0.92555,3.4227e-05,3.4227e-05,3.4227e-05
92,1918.7,0.59464,0.34957,0.8162,0.79471,0.06897,0.12446,0.05618,1.05694,2.85202,0.91376,2.96546e-05,2.96546e-05,2.96546e-05
93,1938.94,0.5855,0.37234,0.83268,0.77242,0.06897,0.12409,0.05698,1.05563,2.829,0.89849,2.55513e-05,2.55513e-05,2.55513e-05
94,1958,0.56883,0.34737,0.85005,0.8285,0.06897,0.12803,0.05811,1.06107,2.76356,0.90644,2.19212e-05,2.19212e-05,2.19212e-05
95,1978.08,0.61245,0.3745,0.86886,0.80433,0.06897,0.12558,0.05644,1.04584,2.75322,0.901,1.87678e-05,1.87678e-05,1.87678e-05
96,1997.78,0.59702,0.36565,0.85707,0.11905,0.17241,0.13335,0.05805,1.04533,2.72895,0.9096,1.60943e-05,1.60943e-05,1.60943e-05
97,2018.98,0.58915,0.35016,0.83667,0.11628,0.17241,0.13176,0.06428,1.05164,2.7188,0.9192,1.39032e-05,1.39032e-05,1.39032e-05
98,2040.97,0.57757,0.3493,0.85239,0.64895,0.06897,0.13033,0.0577,1.0588,2.75876,0.92221,1.21968e-05,1.21968e-05,1.21968e-05
99,2060.95,0.54579,0.33703,0.81972,0.5847,0.06897,0.13288,0.07074,1.06516,2.79577,0.92136,1.09768e-05,1.09768e-05,1.09768e-05
100,2081.91,0.56377,0.35481,0.85099,0.125,0.17241,0.13755,0.06497,1.06021,2.77784,0.92157,1.02443e-05,1.02443e-05,1.02443e-05
