epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,430.563,1.55794,1.44992,1.31914,0.1169,0.11111,0.04968,0.02164,0.96313,3.27471,0.76512,0.000946048,0.000946048,0.000946048
17,454.381,1.40781,1.4582,1.26783,0.39247,0.33333,0.32076,0.16005,1.01158,3.28284,0.83017,0.000938772,0.000938772,0.000938772
18,475.753,1.35894,1.26687,1.26022,0.46975,0.27778,0.30882,0.16095,1.11025,2.66471,0.83786,0.000931067,0.000931067,0.000931067
19,498.394,1.40773,1.25968,1.28528,0.48832,0.29193,0.32903,0.16154,1.01994,1.74321,0.77791,0.000922942,0.000922942,0.000922942
20,521.04,1.37825,1.2597,1.24763,0.45694,0.42081,0.41541,0.16714,1.20364,1.31004,0.96876,0.000914405,0.000914405,0.000914405
21,542.677,1.46598,1.34866,1.32879,0.29494,0.11111,0.09492,0.03053,0.97516,2.46626,0.83445,0.000905463,0.000905463,0.000905463
22,564.94,1.29379,1.19991,1.19997,0.64916,0.38889,0.50434,0.25186,0.95301,1.23532,0.77072,0.000896127,0.000896127,0.000896127
23,586.705,1.2379,1.04605,1.16215,0.4718,0.47144,0.35712,0.16872,1.09997,2.10953,0.8347,0.000886404,0.000886404,0.000886404
24,610.224,1.27399,1.01779,1.1923,0.46005,0.36111,0.3083,0.12733,0.9341,2.29951,0.74215,0.000876305,0.000876305,0.000876305
25,632.712,1.31433,1.20468,1.23224,0.46417,0.27778,0.30234,0.14924,0.98558,1.49119,0.74502,0.000865839,0.000865839,0.000865839
26,658.346,1.25084,1.07003,1.17671,0.58714,0.30556,0.44477,0.22788,1.0333,3.68943,0.79663,0.000855018,0.000855018,0.000855018
27,683.137,1.24428,1.0414,1.15499,0.6287,0.22222,0.28345,0.14858,0.97142,2.6085,0.76071,0.000843851,0.000843851,0.000843851
28,705.759,1.19291,1.05996,1.12723,0.67698,0.30556,0.43096,0.19929,0.9455,1.64448,0.77166,0.000832349,0.000832349,0.000832349
29,726.941,1.20386,1.0181,1.14227,0.51752,0.50666,0.52606,0.30602,0.96674,1.18291,0.77441,0.000820525,0.000820525,0.000820525
30,749.892,1.18725,0.93111,1.14104,0.50241,0.25,0.25363,0.10809,1.11758,2.01383,0.80028,0.000808389,0.000808389,0.000808389
31,771.713,1.19978,0.95228,1.11533,0.60691,0.30045,0.38521,0.20227,1.03638,1.37245,0.85098,0.000795954,0.000795954,0.000795954
32,794.504,1.15032,0.91686,1.15801,0.60902,0.26002,0.34081,0.19959,0.9792,2.05348,0.80158,0.000783231,0.000783231,0.000783231
33,816.952,1.14921,0.86592,1.12325,0.62226,0.38889,0.37705,0.21153,0.95745,2.03891,0.73745,0.000770234,0.000770234,0.000770234
34,841.222,1.09893,0.85192,1.09047,0.51254,0.44444,0.4134,0.2072,0.88762,2.63371,0.74529,0.000756976,0.000756976,0.000756976
35,864.876,1.16926,0.98211,1.12685,0.57734,0.33333,0.42597,0.22285,1.00587,1.62743,0.71935,0.000743468,0.000743468,0.000743468
36,889.3,1.15247,1.12765,1.1148,0.31874,0.11111,0.14289,0.08151,0.93945,2.46887,0.7233,0.000729725,0.000729725,0.000729725
37,911.037,1.11614,0.94578,1.10763,0.40842,0.25,0.21878,0.10622,1.01356,1.81357,0.78244,0.000715761,0.000715761,0.000715761
38,932.693,1.09836,0.95707,1.09018,0.41075,0.33333,0.32077,0.17221,1.06798,1.8525,0.79545,0.000701588,0.000701588,0.000701588
39,955.592,1.09057,0.82786,1.0872,0.68887,0.36111,0.36693,0.16925,1.06453,1.82829,0.79622,0.000687222,0.000687222,0.000687222
40,979.455,1.14666,0.87007,1.10587,0.50982,0.33333,0.33842,0.17755,1.10183,2.09821,0.82444,0.000672675,0.000672675,0.000672675
41,1001.55,1.10217,0.8785,1.09924,0.66159,0.38889,0.37728,0.22941,0.94567,1.8493,0.73043,0.000657963,0.000657963,0.000657963
42,1024.67,1.08003,0.94971,1.08798,0.3515,0.25613,0.21971,0.11321,0.9719,1.5502,0.75692,0.000643101,0.000643101,0.000643101
43,1047.69,0.99886,0.7708,1.02973,0.47191,0.34778,0.34188,0.15671,0.908,1.49945,0.73356,0.000628101,0.000628101,0.000628101
44,1070.58,1.05559,0.76219,1.10227,0.62147,0.36111,0.45406,0.25256,0.89784,1.63705,0.69429,0.000612981,0.000612981,0.000612981
45,1092.55,1.07112,0.78673,1.09431,0.64468,0.33333,0.37196,0.19855,0.97786,1.35251,0.7236,0.000597754,0.000597754,0.000597754
46,1114.65,1.04097,0.74902,1.06532,0.84212,0.33333,0.3786,0.18395,1.04179,1.45007,0.74542,0.000582435,0.000582435,0.000582435
47,1135.98,1.03078,0.74236,1.10532,0.55148,0.25,0.28267,0.15075,0.97116,4.60412,0.84496,0.00056704,0.00056704,0.00056704
48,1159.23,0.97413,0.74845,1.02987,0.15942,0.61111,0.25019,0.14355,0.94787,1.89823,0.84781,0.000551584,0.000551584,0.000551584
49,1180.48,0.97406,0.72241,1.04368,0.72139,0.25,0.35065,0.18413,0.93724,1.80999,0.81226,0.000536081,0.000536081,0.000536081
50,1209.57,1.04588,0.92784,1.06853,0.70163,0.26179,0.32976,0.18187,0.94034,2.0408,0.87677,0.000520548,0.000520548,0.000520548
51,1258.83,1.0036,0.6677,1.05279,0.44548,0.4019,0.3816,0.20897,0.87278,2.37449,0.83786,0.000505,0.000505,0.000505
52,1317.1,0.95437,0.67254,1.03264,0.62595,0.41667,0.41482,0.21482,0.96771,1.50747,0.88832,0.000489452,0.000489452,0.000489452
53,1354.16,0.9245,0.66165,0.99965,0.4668,0.36111,0.397,0.20653,0.92154,1.38563,0.73648,0.000473919,0.000473919,0.000473919
54,1377.82,0.98632,0.74288,1.06588,0.4155,0.33333,0.26113,0.16683,0.85421,2.42259,0.73287,0.000458416,0.000458416,0.000458416
55,1402.75,0.94246,0.63201,0.99775,0.55256,0.44444,0.46775,0.232,0.95659,1.3438,0.80831,0.00044296,0.00044296,0.00044296
56,1428.88,0.94723,0.64084,1.01135,0.99581,0.22222,0.37611,0.19863,0.98719,1.90791,0.78421,0.000427565,0.000427565,0.000427565
57,1457.89,0.92328,0.63439,0.98914,0.72276,0.36214,0.4708,0.22403,0.95361,1.67036,0.76465,0.000412246,0.000412246,0.000412246
58,1488.62,0.86589,0.61793,0.98406,0.26866,0.5,0.40676,0.20781,0.95468,1.5974,0.76702,0.000397019,0.000397019,0.000397019
59,1514.59,0.91836,0.6343,1.00434,0.33682,0.41667,0.35348,0.15747,0.94342,1.59,0.82086,0.000381899,0.000381899,0.000381899
60,1542.61,0.84126,0.54627,0.96976,0.47074,0.38889,0.42416,0.21338,0.94834,1.46125,0.81244,0.000366899,0.000366899,0.000366899
61,1569.73,0.87555,0.59294,0.97154,0.58784,0.36111,0.41972,0.20637,0.99208,1.45485,0.81867,0.000352037,0.000352037,0.000352037
62,1597.09,0.81606,0.54245,0.96028,0.30556,0.61111,0.50902,0.27674,0.92677,1.37748,0.84096,0.000337325,0.000337325,0.000337325
63,1628.08,0.87599,0.56154,0.99256,0.60997,0.30417,0.37728,0.21265,0.88495,1.37243,0.75317,0.000322778,0.000322778,0.000322778
64,1662.47,0.85539,0.54326,0.99703,0.57837,0.36111,0.39747,0.20045,0.91057,1.44613,0.7226,0.000308412,0.000308412,0.000308412
65,1697.72,0.76071,0.48499,0.92998,0.59653,0.28785,0.31131,0.15219,0.90546,2.00292,0.7445,0.000294239,0.000294239,0.000294239
66,1729.24,0.85936,0.56042,0.99275,0.5973,0.24737,0.32731,0.1811,0.94379,1.70897,0.76566,0.000280275,0.000280275,0.000280275
67,1749.3,0.83638,0.5598,0.96538,0.25758,0.47222,0.36876,0.19564,0.91447,1.74193,0.7247,0.000266532,0.000266532,0.000266532
68,1773.22,0.84244,0.54145,0.97541,0.5267,0.25,0.29692,0.17724,0.89755,1.78687,0.68086,0.000253024,0.000253024,0.000253024
69,1797.73,0.78109,0.49672,0.94024,0.17347,0.47222,0.29042,0.18235,0.94564,1.86957,0.71428,0.000239766,0.000239766,0.000239766
70,1825.82,0.77207,0.48672,0.93845,0.30137,0.61111,0.37062,0.21932,0.92226,1.70728,0.71918,0.000226769,0.000226769,0.000226769
71,1856.35,0.75392,0.50168,0.9545,0.29508,0.5,0.39866,0.22624,0.86553,1.67974,0.71085,0.000214046,0.000214046,0.000214046
72,1888.85,0.77194,0.51772,0.93666,0.20513,0.44444,0.29226,0.17689,0.87423,1.92417,0.70269,0.000201611,0.000201611,0.000201611
73,1926.75,0.73813,0.50759,0.94268,0.95547,0.13889,0.25358,0.14775,0.95846,1.96628,0.75733,0.000189475,0.000189475,0.000189475
74,1947.68,0.7317,0.46795,0.91399,0.69815,0.19291,0.29832,0.18224,0.98002,1.7599,0.80156,0.000177651,0.000177651,0.000177651
75,1979.7,0.74122,0.45613,0.92889,0.6276,0.18775,0.30492,0.187,0.96132,1.65872,0.7716,0.000166149,0.000166149,0.000166149
76,2019.84,0.71748,0.47669,0.90046,0.70192,0.27778,0.43286,0.23005,0.95098,1.46416,0.74505,0.000154982,0.000154982,0.000154982
77,2070.43,0.70815,0.45985,0.90484,0.61705,0.27778,0.41152,0.20828,0.93834,1.61568,0.73897,0.000144161,0.000144161,0.000144161
78,2132.99,0.72695,0.47277,0.91966,0.63685,0.25,0.39588,0.21163,0.93423,1.60596,0.76142,0.000133695,0.000133695,0.000133695
79,2196.38,0.64769,0.41715,0.88962,0.68165,0.23846,0.33793,0.19275,0.93434,1.68125,0.7575,0.000123596,0.000123596,0.000123596
80,2261.57,0.68542,0.43004,0.88104,0.90666,0.22222,0.33287,0.19203,0.96123,1.79716,0.7665,0.000113873,0.000113873,0.000113873
81,2323.03,0.65791,0.42102,0.90015,0.7136,0.25,0.35902,0.20751,0.95392,1.8738,0.778,0.000104537,0.000104537,0.000104537
82,2414.32,0.60544,0.3882,0.81428,0.26667,0.33333,0.33525,0.20251,0.93155,1.99399,0.7679,9.55951e-05,9.55951e-05,9.55951e-05
83,2477.87,0.67321,0.42636,0.899,0.24561,0.38889,0.34717,0.20432,0.93812,1.96401,0.77094,8.70577e-05,8.70577e-05,8.70577e-05
84,2560.27,0.65872,0.44457,0.90138,0.27536,0.52778,0.40605,0.24582,0.90733,1.81729,0.75487,7.89327e-05,7.89327e-05,7.89327e-05
85,2624.23,0.6874,0.4312,0.90809,0.76491,0.27778,0.42149,0.24264,0.91607,1.58982,0.74111,7.12282e-05,7.12282e-05,7.12282e-05
86,2700.83,0.65504,0.41328,0.88768,0.88063,0.27778,0.44268,0.25025,0.93076,1.54882,0.7525,6.39518e-05,6.39518e-05,6.39518e-05
87,2753.59,0.63138,0.39791,0.86802,0.80821,0.30556,0.43953,0.25388,0.91915,1.63569,0.74998,5.71106e-05,5.71106e-05,5.71106e-05
88,2777.53,0.64746,0.39746,0.90368,0.82514,0.26276,0.44109,0.24999,0.91092,1.83807,0.74122,5.07115e-05,5.07115e-05,5.07115e-05
89,2800.17,0.67885,0.40403,0.9024,0.58952,0.27778,0.42783,0.24917,0.92035,1.96159,0.74292,4.47606e-05,4.47606e-05,4.47606e-05
90,2821.15,0.62998,0.39254,0.86002,0.48558,0.38889,0.44172,0.25214,0.92407,1.97359,0.75062,3.9264e-05,3.9264e-05,3.9264e-05
91,2841.43,0.65823,0.40186,0.89895,0.34783,0.44444,0.43301,0.24509,0.92549,1.9413,0.7495,3.4227e-05,3.4227e-05,3.4227e-05
92,2861.93,0.5971,0.36517,0.84979,0.30769,0.44444,0.41281,0.23644,0.89024,1.86471,0.7309,2.96546e-05,2.96546e-05,2.96546e-05
93,2880.41,0.63275,0.36838,0.85994,0.26786,0.41667,0.36039,0.22306,0.88374,1.92796,0.72713,2.55513e-05,2.55513e-05,2.55513e-05
94,2898.56,0.57703,0.35141,0.84515,0.27778,0.41667,0.36475,0.22146,0.86883,1.89599,0.71767,2.19212e-05,2.19212e-05,2.19212e-05
95,2916.77,0.58004,0.34158,0.8414,0.27273,0.41667,0.3799,0.23415,0.87369,1.86091,0.72321,1.87678e-05,1.87678e-05,1.87678e-05
96,2936.61,0.58986,0.36022,0.85172,0.27451,0.38889,0.37315,0.2398,0.87585,1.93015,0.71847,1.60943e-05,1.60943e-05,1.60943e-05
97,2955.63,0.56608,0.35212,0.81176,0.30233,0.36111,0.36882,0.22705,0.89171,1.99272,0.7205,1.39032e-05,1.39032e-05,1.39032e-05
98,2974.99,0.56627,0.37411,0.81894,0.32558,0.38889,0.39163,0.24597,0.89299,1.97594,0.72588,1.21968e-05,1.21968e-05,1.21968e-05
99,2994.11,0.62472,0.36396,0.86626,0.34211,0.36111,0.37836,0.24166,0.90483,2.06681,0.72435,1.09768e-05,1.09768e-05,1.09768e-05
100,3013.9,0.58162,0.35123,0.84807,0.34211,0.36111,0.38264,0.24449,0.90278,2.09625,0.72232,1.02443e-05,1.02443e-05,1.02443e-05
