epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,412.527,1.28844,1.16583,1.26716,0,0,0,0,0,3.18958,0,0.000914405,0.000914405,0.000914405
21,430.014,1.3613,1.19071,1.28195,0,0,0,0,0,2.10962,0,0.000905463,0.000905463,0.000905463
22,448.315,1.31094,1.22884,1.26514,0,0,0,0,0,4.9895,0,0.000896127,0.000896127,0.000896127
23,467.791,1.26939,1.05686,1.25679,0,0,0,0,0,10.9463,0,0.000886404,0.000886404,0.000886404
24,486.296,1.27863,1.1209,1.20997,0,0,0,0,0,2.59265,0,0.000876305,0.000876305,0.000876305
25,505.327,1.25976,1.20394,1.21947,0,0,0,0,0,14.9451,0,0.000865839,0.000865839,0.000865839
26,523.386,1.24093,1.01578,1.23131,0,0,0,0,0,2.12488,0,0.000855018,0.000855018,0.000855018
27,542.923,1.17206,0.95036,1.17721,0,0,0,0,0,8.13074,0,0.000843851,0.000843851,0.000843851
28,561.466,1.1705,0.97186,1.21736,0,0,0,0,0,9.32648,0,0.000832349,0.000832349,0.000832349
29,581.009,1.15568,0.94877,1.17515,0,0,0,0,0,0.54291,0,0.000820525,0.000820525,0.000820525
30,599.453,1.20261,0.93748,1.18517,0,0,0,0,0,11.8626,0,0.000808389,0.000808389,0.000808389
31,618.277,1.13835,0.9374,1.13962,0,0,0,0,0,3.57587,0,0.000795954,0.000795954,0.000795954
32,636.725,1.15172,0.88162,1.15814,0,0,0,0,0,2.8985,0,0.000783231,0.000783231,0.000783231
33,656.714,1.08258,0.85584,1.10718,0,0,0,0,0,1.85681,0,0.000770234,0.000770234,0.000770234
34,674.659,1.12593,0.88123,1.16004,0,0,0,0,0,4.40552,0,0.000756976,0.000756976,0.000756976
35,694.299,1.08787,0.84285,1.13018,0,0,0,0,0,4.46521,0,0.000743468,0.000743468,0.000743468
36,712.371,1.05547,0.80935,1.11082,0,0,0,0,0,4.38983,0,0.000729725,0.000729725,0.000729725
37,731.761,1.11384,0.78629,1.13553,0,0,0,0,0,4.59204,0,0.000715761,0.000715761,0.000715761
38,750.36,1.06794,0.81184,1.10267,0,0,0,0,0,13.7395,0,0.000701588,0.000701588,0.000701588
39,768.685,1.16966,0.99119,1.15234,0,0,0,0,0,10.9263,0,0.000687222,0.000687222,0.000687222
40,786.753,1.097,0.8597,1.1273,0,0,0,0,0,9.89429,0,0.000672675,0.000672675,0.000672675
41,804.468,1.04951,0.79329,1.08285,0,0,0,0,0,1.85181,0,0.000657963,0.000657963,0.000657963
42,823.042,1.02674,0.73854,1.076,0,0,0,0,0,9.45264,0,0.000643101,0.000643101,0.000643101
43,841.693,0.98104,0.70041,1.05616,0,0,0,0,0,6.26465,0,0.000628101,0.000628101,0.000628101
44,859.566,1.01506,0.71679,1.08667,0,0,0,0,0,5.25916,0,0.000612981,0.000612981,0.000612981
45,884.893,0.94488,0.69737,1.03441,0,0,0,0,0,13.6296,0,0.000597754,0.000597754,0.000597754
46,911.289,0.94589,0.67616,1.0487,0,0,0,0,0,5.34814,0,0.000582435,0.000582435,0.000582435
47,929.624,0.99984,0.71289,1.05329,0,0,0,0,0,18.3628,0,0.00056704,0.00056704,0.00056704
48,947.625,0.94925,0.6426,1.04178,0,0,0,0,0,1.59692,0,0.000551584,0.000551584,0.000551584
49,965.027,0.93616,0.66316,1.036,0,0,0,0,0,4.76453,0,0.000536081,0.000536081,0.000536081
50,985.111,0.90789,0.64369,1.01429,0,0,0,0,0,1.48486,0,0.000520548,0.000520548,0.000520548
51,1003.53,0.90037,0.58788,1.00306,0,0,0,0,0,0.81396,0,0.000505,0.000505,0.000505
52,1022.45,0.92146,0.63878,1.01202,0,0,0,0,0,1.49591,0,0.000489452,0.000489452,0.000489452
53,1040.47,0.95052,0.67604,1.03534,0,0,0,0,0,0.35632,0,0.000473919,0.000473919,0.000473919
54,1059.49,0.88126,0.59031,1.01036,0,0,0,0,0,0.4447,0,0.000458416,0.000458416,0.000458416
55,1077.64,0.88797,0.62175,1.02251,0,0,0,0,0,3.99329,0,0.00044296,0.00044296,0.00044296
56,1096.83,0.87366,0.58838,1.00197,0,0,0,0,0,1.60321,0,0.000427565,0.000427565,0.000427565
57,1115.12,0.86807,0.57701,0.98675,0,0,0,0,0,0.96472,0,0.000412246,0.000412246,0.000412246
58,1133.12,0.869,0.58672,0.99908,0,0,0,0,0,2.51093,0,0.000397019,0.000397019,0.000397019
59,1151.94,0.87231,0.59146,1.0073,0,0,0,0,0,3.52344,0,0.000381899,0.000381899,0.000381899
60,1170.32,0.81198,0.56891,0.96511,0,0,0,0,0,1.62897,0,0.000366899,0.000366899,0.000366899
61,1188.84,0.8243,0.56828,0.96973,0,0,0,0,0,3.242,0,0.000352037,0.000352037,0.000352037
62,1207.45,0.80796,0.52663,0.95785,0,0,0,0,0,4.46075,0,0.000337325,0.000337325,0.000337325
63,1225.44,0.76332,0.50434,0.94557,0,0,0,0,0,10.8498,0,0.000322778,0.000322778,0.000322778
64,1243.76,0.73963,0.49129,0.91619,0,0,0,0,0,19.4651,0,0.000308412,0.000308412,0.000308412
65,1263.07,0.80715,0.51638,0.95018,0,0,0,0,0,2.9917,0,0.000294239,0.000294239,0.000294239
66,1281.53,0.76245,0.49618,0.962,0,0,0,0,0,1.3186,0,0.000280275,0.000280275,0.000280275
67,1299.71,0.78284,0.50483,0.95966,0,0,0,0,0,3.16315,0,0.000266532,0.000266532,0.000266532
68,1319.2,0.73465,0.47973,0.91509,0,0,0,0,0,2.94128,0,0.000253024,0.000253024,0.000253024
69,1338.36,0.7931,0.51087,0.93872,0,0,0,0,0,3.64624,0,0.000239766,0.000239766,0.000239766
70,1356.47,0.7473,0.49097,0.94899,0,0,0,0,0,2.57343,0,0.000226769,0.000226769,0.000226769
71,1374.75,0.70525,0.4621,0.91134,0,0,0,0,0,4.93561,0,0.000214046,0.000214046,0.000214046
72,1393.14,0.71577,0.45581,0.9298,0,0,0,0,0,3.49188,0,0.000201611,0.000201611,0.000201611
73,1410.76,0.70827,0.44138,0.9298,0,0,0,0,0,1.06195,0,0.000189475,0.000189475,0.000189475
74,1429.63,0.7023,0.44508,0.90586,0,0,0,0,0,7.78943,0,0.000177651,0.000177651,0.000177651
75,1448.65,0.68152,0.44949,0.92314,0,0,0,0,0,12.5054,0,0.000166149,0.000166149,0.000166149
76,1467.09,0.7221,0.45808,0.93869,0,0,0,0,0,8.32971,0,0.000154982,0.000154982,0.000154982
77,1485.44,0.67392,0.43369,0.89574,0,0,0,0,0,5.09766,0,0.000144161,0.000144161,0.000144161
78,1505,0.67506,0.42262,0.90652,0,0,0,0,0,5.3443,0,0.000133695,0.000133695,0.000133695
79,1524.23,0.68767,0.44026,0.90971,0,0,0,0,0,5.70807,0,0.000123596,0.000123596,0.000123596
80,1542.64,0.69611,0.44558,0.93031,0,0,0,0,0,6.93994,0,0.000113873,0.000113873,0.000113873
81,1561.29,0.66497,0.42475,0.89291,0,0,0,0,0,5.75751,0,0.000104537,0.000104537,0.000104537
82,1580.89,0.7162,0.55034,0.91923,0,0,0,0,0,4.88306,0,9.55951e-05,9.55951e-05,9.55951e-05
83,1598.92,0.62676,0.41461,0.88042,0,0,0,0,0,5.69208,0,8.70577e-05,8.70577e-05,8.70577e-05
84,1618.48,0.66827,0.42367,0.91608,0,0,0,0,0,6.46747,0,7.89327e-05,7.89327e-05,7.89327e-05
85,1637.11,0.65752,0.40546,0.90098,0,0,0,0,0,7.01862,0,7.12282e-05,7.12282e-05,7.12282e-05
86,1656.29,0.65322,0.43546,0.90805,0,0,0,0,0,3.73016,0,6.39518e-05,6.39518e-05,6.39518e-05
87,1674.52,0.63313,0.3955,0.87473,0,0,0,0,0,2.22302,0,5.71106e-05,5.71106e-05,5.71106e-05
88,1693.38,0.63224,0.39974,0.89055,0,0,0,0,0,2.12054,0,5.07115e-05,5.07115e-05,5.07115e-05
89,1711.69,0.6512,0.40974,0.89505,0,0,0,0,0,2.57117,0,4.47606e-05,4.47606e-05,4.47606e-05
90,1730.73,0.69271,0.42316,0.91709,0,0,0,0,0,2.83411,0,3.9264e-05,3.9264e-05,3.9264e-05
91,1749.06,0.60987,0.38588,0.88595,0,0,0,0,0,2.21747,0,3.4227e-05,3.4227e-05,3.4227e-05
92,1792.95,0.59179,0.35772,0.85761,0,0,0,0,0,2.14294,0,2.96546e-05,2.96546e-05,2.96546e-05
93,1811,0.60411,0.3617,0.84964,0,0,0,0,0,1.6543,0,2.55513e-05,2.55513e-05,2.55513e-05
94,1829.23,0.6145,0.36834,0.87564,0,0,0,0,0,1.13867,0,2.19212e-05,2.19212e-05,2.19212e-05
95,1847.76,0.60687,0.36664,0.86446,0,0,0,0,0,1.30798,0,1.87678e-05,1.87678e-05,1.87678e-05
96,1865.94,0.5553,0.35051,0.81659,0,0,0,0,0,1.25586,0,1.60943e-05,1.60943e-05,1.60943e-05
97,1885.08,0.59119,0.36416,0.86319,0,0,0,0,0,1.39307,0,1.39032e-05,1.39032e-05,1.39032e-05
98,1903.21,0.57612,0.349,0.86763,0,0,0,0,0,1.38562,0,1.21968e-05,1.21968e-05,1.21968e-05
99,1921.26,0.58717,0.3696,0.86324,0,0,0,0,0,1.60577,0,1.09768e-05,1.09768e-05,1.09768e-05
100,1939.97,0.59371,0.36,0.87196,0,0,0,0,0,1.51123,0,1.02443e-05,1.02443e-05,1.02443e-05
